lokacija,broj_soba,kvadratura,sprat,novogradnja,centralno_grejanje,lift,parking,uknjizen,stanje,cena,klasa,adresa,latitude,longitude
Autokomanda,3,82,I-II,DA,DA,DA,DA,DA,2,1487.804878,1.3-1.5K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
"Bežanijska kosa, Blokovi",3,74,III-IV,NA,DA,DA,DA,DA,2,1486.486486,1.3-1.5K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
Uciteljsko naselje,2,49,I-II,DA,NE,NA,NA,NA,1,1485.714286,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Uciteljsko naselje,2,53,I-II,DA,NE,NA,NA,NA,1,1484.90566,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Medakovic 3,2,66,P,NE,DA,NA,NA,DA,1,1484.848485,1.3-1.5K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
Autokomanda,2,60,V+,NA,DA,DA,DA,DA,2,1483.333333,1.3-1.5K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
Crveni krst,1,29,III-IV,DA,DA,DA,NE,NA,NA,1482.758621,1.3-1.5K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
Tašmajdan,2,56,I-II,NE,DA,DA,DA,DA,1,1482.142857,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
"Vracar, Kalenic pijaca",2,55,V+,NE,DA,DA,DA,DA,1,1481.818182,1.3-1.5K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Tašmajdan,2,54,III-IV,DA,DA,DA,NE,DA,1,1481.481481,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
"Novi Beograd, Studentski grad",2,56,III-IV,NA,DA,DA,NA,DA,NA,1480.357143,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Karaburma,2,50,V+,NA,DA,DA,NA,DA,2,1480,1.3-1.5K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Konjarnik,4,100,III-IV,NE,DA,DA,NA,DA,NA,1480,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
"Zemun, Save Kovacevica",3,71,V+,NE,DA,DA,NA,DA,0,1478.873239,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
"Zemun, Kalvarija",3,71,I-II,DA,NE,NA,NA,DA,2,1478.873239,1.3-1.5K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
Donji Dorcol,3,73,V+,NA,DA,DA,NA,DA,NA,1478.082192,1.3-1.5K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Djeram pijaca,2,44,V+,DA,DA,DA,NE,DA,2,1477.272727,1.3-1.5K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
"Novi Beograd, Sava Centar",3,44,P,NE,DA,NE,NE,DA,1,1477.272727,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Studentski grad",3,86,P,NE,DA,DA,NA,DA,2,1476.744186,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Tašmajdan,2,63,V+,DA,DA,DA,DA,DA,1,1476.190476,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Tašmajdan,2,57,V+,NE,DA,DA,DA,DA,1,1473.684211,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Lekino Brdo,3,74,I-II,DA,NE,NA,NA,DA,1,1472.972973,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Bežanijska kosa, stara",2,36,I-II,NE,DA,DA,NA,DA,NA,1472.222222,1.3-1.5K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Zemun, Kalvarija",2,36,I-II,DA,NE,NA,DA,DA,2,1472.222222,1.3-1.5K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
Donji Dorcol,3,68,I-II,NA,DA,NA,NA,DA,1,1470.588235,1.3-1.5K,"Donji Dorcol, Beograd, Srbija",44.8234872,20.4598404
Mirijevo 2,4,85,P,NA,DA,NA,NA,DA,1,1470.588235,1.3-1.5K,"Mirijevo 2, Beograd, Srbija",44.7891144,20.532774
"Novi Beograd, Opština",4,85,III-IV,NE,DA,DA,DA,DA,1,1470.588235,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Sava Centar",1,34,V+,NE,DA,DA,NE,DA,NA,1470.588235,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Sava Centar",2,34,V+,NE,DA,DA,DA,DA,1,1470.588235,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Dušanovac,4,100,III-IV,DA,DA,NE,DA,DA,2,1470,1.3-1.5K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Slavija,3,64,V+,NE,NE,DA,DA,DA,NA,1468.75,1.3-1.5K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
Crveni krst,1,45,V+,NA,DA,DA,NE,NA,NA,1466.666667,1.3-1.5K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
Slavija,2,60,I-II,NE,NE,NA,NA,DA,1,1466.666667,1.3-1.5K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
Tašmajdan,3,75,V+,NE,DA,DA,NE,DA,2,1466.666667,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Kalemegdan,2,58,III-IV,NA,NE,NA,NA,DA,NA,1465.517241,1.3-1.5K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Golf naselje,2,45,I-II,NA,DA,NA,DA,DA,2,1464.444444,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Profesorska kolonija,3,82,III-IV,NE,DA,NA,NA,DA,1,1463.414634,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Zemun, Save Kovacevica",1,41,P,NA,NE,NA,NA,NA,NA,1463.414634,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
Profesorska kolonija,2,54,I-II,NA,DA,NA,NA,DA,1,1462.962963,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Novi Beograd, Hotel Jugoslavija",3,80,V+,NE,DA,DA,NA,DA,NA,1462.5,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Autokomanda,4,106,III-IV,DA,NE,NA,DA,DA,2,1462.264151,1.3-1.5K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
"Novi Beograd, Opština",3,82,I-II,NE,DA,DA,NE,DA,1,1462.195122,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Autokomanda,2,52,V+,DA,DA,DA,NA,DA,NA,1461.538462,1.3-1.5K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
"Novi Beograd, Studentski grad",2,50,III-IV,NA,DA,NE,NA,DA,NA,1460,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Medakovic 3,1,37,V+,NE,DA,DA,NA,DA,2,1459.459459,1.3-1.5K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
"Konjarnik, Denkova basta",1,35,P,NA,DA,NA,DA,DA,NA,1457.142857,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Novi Beograd, Hotel Jugoslavija",1,46,V+,NE,DA,DA,NA,DA,NA,1456.521739,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Uciteljsko naselje,2,36,I-II,DA,NE,NA,DA,DA,2,1455.555556,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Konjarnik,1,44,III-IV,NE,DA,NE,NA,NE,2,1454.545455,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Tašmajdan,1,44,V+,DA,DA,DA,NE,DA,1,1454.545455,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Uciteljsko naselje,1,33,I-II,DA,NE,NA,NA,NE,NA,1454.545455,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Medakovic 3,2,53,V+,NA,DA,DA,NA,DA,NA,1452.830189,1.3-1.5K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
Banjica,3,62,III-IV,DA,DA,DA,DA,NA,1,1451.612903,1.3-1.5K,"Banjica, Beograd, Srbija",44.7562005,20.47756
"Bežanijska kosa, Blokovi",2,62,I-II,NA,DA,DA,DA,DA,2,1451.612903,1.3-1.5K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Novi Beograd, Opština",4,93,III-IV,NE,DA,DA,NE,DA,2,1451.612903,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Uciteljsko naselje,1,31,I-II,DA,DA,NA,NA,NA,2,1451.612903,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
"Konjarnik, Denkova basta",4,102,I-II,NE,DA,NA,DA,DA,1,1450.980392,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Novi Beograd, Fontana",2,60,V+,NA,DA,DA,NE,DA,1,1450,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Dušanovac,4,83,P,DA,DA,NE,NA,NA,NA,1450,1.3-1.5K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Slavija,3,100,I-II,NE,NE,NA,NA,DA,2,1450,1.3-1.5K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
"Vracar, Hram",2,62,I-II,NE,NE,NA,NA,DA,1,1450,1.3-1.5K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Košutnjak,4,96,I-II,DA,NE,NA,NA,DA,0,1447.916667,1.3-1.5K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
Cukaricka padina,2,47,V+,NE,DA,DA,NA,DA,2,1446.808511,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,2,47,V+,NE,DA,DA,NA,DA,2,1446.808511,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
"Novi Beograd, Fontana",1,36,III-IV,NA,DA,NA,NE,DA,NA,1444.444444,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Lekino Brdo,2,45,V+,NE,DA,DA,NA,DA,1,1444.444444,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Bežanijska kosa, Blokovi",3,52,V+,NA,DA,DA,DA,DA,NA,1442.307692,1.3-1.5K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Zemun, Kalvarija",4,104,I-II,DA,NE,NA,DA,NA,2,1442.307692,1.3-1.5K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
Košutnjak,4,95,I-II,NE,NE,NA,NA,DA,2,1442.105263,1.3-1.5K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
Dušanovac,2,59,I-II,NE,DA,NE,NA,DA,1,1440.677966,1.3-1.5K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
"Zemun, Save Kovacevica",3,59,I-II,DA,DA,NE,DA,DA,1,1440.677966,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
"Novi Beograd, Blokovi Sava",2,50,V+,NA,DA,DA,NA,DA,2,1440,1.3-1.5K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
Uciteljsko naselje,1,25,I-II,DA,DA,NA,DA,NA,2,1440,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Uciteljsko naselje,1,25,I-II,DA,DA,NA,NA,NA,2,1440,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Lekino Brdo,3,73,I-II,DA,DA,NE,DA,NA,1,1438.356164,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Crveni krst,2,48,V+,NE,DA,DA,DA,DA,1,1437.5,1.3-1.5K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
"Novi Beograd, Opština",4,87,V+,NE,DA,DA,DA,DA,2,1436.781609,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Crveni krst,2,62,III-IV,NE,DA,DA,NE,DA,1,1435.483871,1.3-1.5K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
"Novi Beograd, Fontana",1,30,P,NE,DA,DA,NE,DA,1,1433.333333,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Novi Beograd, Opština",4,90,V+,NE,DA,DA,NE,DA,1,1433.333333,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Profesorska kolonija,2,60,I-II,NE,NE,NA,DA,DA,1,1433.333333,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Tašmajdan,3,60,I-II,NE,NE,NA,DA,DA,1,1433.333333,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Cerak vinogradi,1,37,V+,NA,DA,DA,NA,DA,1,1432.432432,1.3-1.5K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Autokomanda,2,44,I-II,DA,NE,NA,NA,NA,2,1431.818182,1.3-1.5K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
"Konjarnik, Denkova basta",2,51,III-IV,DA,DA,DA,NA,NA,NA,1431.372549,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Medakovic 1,1,23,I-II,NE,NE,NE,DA,DA,1,1430.434783,1.3-1.5K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Medakovic 1,1,23,I-II,NE,NE,NE,DA,DA,1,1430.434783,1.3-1.5K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
"Konjarnik, Denkova basta",3,70,P,NE,DA,NA,NA,DA,0,1428.571429,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Novi Beograd, Hotel Jugoslavija",3,70,I-II,NE,DA,DA,NA,DA,NA,1428.571429,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
"Novi Beograd, Sava Centar",3,70,I-II,NE,DA,DA,NE,DA,1,1428.571429,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Sava Centar",3,70,V+,NE,DA,NA,NE,NA,1,1428.571429,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Profesorska kolonija,3,70,P,NE,DA,DA,NA,DA,1,1428.571429,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Centar, Stari grad",2,56,V+,NE,DA,DA,NA,DA,1,1426.785714,1.3-1.5K,"Centar, Stari grad, Beograd, Srbija",44.82532475,20.47629282
"Novi Beograd, Fontana",3,61,I-II,NE,DA,DA,NE,DA,1,1426.229508,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Novi Beograd, Opština",2,61,V+,NE,DA,DA,NE,DA,NA,1426.229508,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Bežanijska kosa, Blokovi",2,40,III-IV,DA,DA,NA,NA,NA,1,1425,1.3-1.5K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Novi Beograd, Hotel Jugoslavija",2,40,V+,NE,DA,DA,NA,NA,2,1425,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
"Novi Beograd, Blokovi Sava",1,40,III-IV,DA,DA,NA,NA,NE,1,1425,1.3-1.5K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
"Novi Beograd, Fontana",1,33,I-II,NA,DA,DA,NE,DA,1,1424.242424,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Zemun, Kalvarija",1,33,I-II,DA,NE,NA,NA,NA,NA,1424.242424,1.3-1.5K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
Djeram pijaca,4,158,III-IV,DA,DA,DA,NE,DA,2,1424.050633,1.3-1.5K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
"Novi Beograd, Fontana",2,42,V+,NE,DA,DA,NE,DA,1,1423.809524,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Konjarnik, Denkova basta",1,26,III-IV,DA,NE,NA,NA,NA,NA,1423.076923,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Konjarnik,1,38,I-II,NE,DA,NE,NA,NA,NA,1421.052632,1.3-1.5K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
"Zemun, Save Kovacevica",1,38,I-II,NA,DA,DA,NA,DA,NA,1421.052632,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
"Novi Beograd, Opština",4,88,V+,NE,DA,DA,NE,DA,2,1420.454545,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Profesorska kolonija,3,88,III-IV,NE,NE,NA,DA,DA,1,1420.454545,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Profesorska kolonija,1,31,P,NE,NE,NA,NA,DA,1,1419.354839,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Konjarnik, Denkova basta",3,56,I-II,DA,DA,DA,NA,NA,NA,1418.928571,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Bogoslovija,2,74,III-IV,NA,NE,NA,NA,NA,NA,1418.918919,1.3-1.5K,"Bogoslovija, Beograd, Srbija",44.8154479,20.4907818
Golf naselje,4,98,I-II,NA,DA,NA,NA,DA,2,1418.367347,1.3-1.5K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
"Novi Beograd, Fontana",2,55,I-II,NE,DA,DA,NE,DA,1,1418.181818,1.3-1.5K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Vracar, Hram",2,55,III-IV,NA,DA,DA,NA,DA,NA,1418.181818,1.3-1.5K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
"Novi Beograd, Sava Centar",3,67,III-IV,NE,DA,DA,DA,DA,1,1417.910448,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Tašmajdan,2,67,V+,DA,DA,DA,NE,DA,1,1417.910448,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
"Konjarnik, Denkova basta",1,36,III-IV,NA,NE,NA,NA,NA,NA,1416.666667,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Djeram pijaca,1,36,P,NE,NE,NE,NE,DA,NA,1416.666667,1.3-1.5K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
"Novi Beograd, Hotel Jugoslavija",1,48,V+,NE,DA,DA,NA,DA,0,1416.666667,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Kalemegdan,2,60,V+,NA,DA,NE,NA,DA,2,1416.666667,1.3-1.5K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
"Novi Beograd, Studentski grad",1,36,III-IV,NE,DA,NA,NA,DA,1,1416.666667,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Novi Beograd, Sava Centar",3,72,I-II,NE,DA,DA,DA,DA,2,1416.666667,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Filmski grad,3,77,I-II,DA,DA,DA,DA,NE,2,1415.584416,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Beli dvor,4,106,III-IV,NA,DA,DA,NA,NA,1,1415.09434,1.3-1.5K,"Beli dvor, Beograd, Srbija",44.7657035,20.45334305
"Konjarnik, Denkova basta",2,70,III-IV,DA,NA,DA,NA,NA,2,1414.285714,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Novi Beograd, Hotel Jugoslavija",2,46,III-IV,DA,DA,NA,NA,DA,1,1413.043478,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Košutnjak,4,92,III-IV,NA,DA,DA,NA,DA,0,1413.043478,1.3-1.5K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
Medakovic 1,1,46,P,NE,NA,NA,NA,DA,2,1413.043478,1.3-1.5K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Medakovic 1,1,46,P,NE,NA,NA,NA,DA,2,1413.043478,1.3-1.5K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Tašmajdan,4,109,III-IV,NE,DA,DA,NE,DA,1,1412.844037,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Tašmajdan,2,63,I-II,NE,DA,DA,NE,DA,1,1412.698413,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Lekino Brdo,4,202,III-IV,DA,DA,DA,DA,DA,2,1410.891089,1.3-1.5K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
"Konjarnik, Denkova basta",3,78,I-II,NA,DA,NA,DA,DA,NA,1410.25641,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Djeram pijaca,4,117,I-II,DA,DA,NA,NE,DA,1,1410.25641,1.3-1.5K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Slavija,3,78,III-IV,NE,NE,DA,NA,DA,NA,1410.25641,1.3-1.5K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
"Vracar, Hram",3,78,III-IV,NE,DA,NE,NA,DA,1,1410.25641,1.3-1.5K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Kanarevo brdo,1,22,I-II,NE,DA,NA,NE,DA,NA,1409.090909,1.3-1.5K,"Kanarevo brdo, Beograd, Srbija",44.7521754,20.4553526
Cukaricka padina,1,33,V+,NE,DA,DA,DA,DA,1,1409.090909,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,1,33,V+,NE,DA,DA,DA,DA,1,1409.090909,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Vukov Spomenik,2,64,V+,NE,DA,DA,NA,DA,2,1406.25,1.3-1.5K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
Djeram pijaca,4,101,I-II,NE,NE,NA,NE,DA,1,1405.940594,1.3-1.5K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Karaburma,1,37,I-II,NE,DA,NA,NA,NA,1,1405.405405,1.3-1.5K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Cukaricka padina,3,84,I-II,NE,DA,DA,NA,DA,2,1404.761905,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,3,84,I-II,NE,DA,DA,NA,DA,2,1404.761905,1.3-1.5K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
"Novi Beograd, Sava Centar",4,89,III-IV,NE,DA,DA,NE,DA,1,1404.494382,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Autokomanda,3,57,P,NA,DA,NA,NA,DA,NA,1403.508772,1.3-1.5K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
"Novi Beograd, Hotel Jugoslavija",1,32,V+,NE,DA,DA,NA,DA,1,1403.125,1.3-1.5K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
"Konjarnik, Denkova basta",3,69,III-IV,DA,DA,DA,DA,NA,NA,1402.898551,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Uciteljsko naselje,3,69,III-IV,NA,DA,NA,NA,NE,2,1402.898551,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Tašmajdan,3,82,V+,NE,DA,DA,DA,DA,1,1402.439024,1.3-1.5K,"Tašmajdan, Beograd, Srbija",44.80912255,20.47062022
Vukov Spomenik,3,82,V+,NE,DA,DA,NA,DA,1,1402.439024,1.3-1.5K,"Vukov Spomenik, Beograd, Srbija",44.8050568,20.4777413
Uciteljsko naselje,1,46,I-II,DA,DA,NA,DA,DA,NA,1402.173913,1.3-1.5K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
"Novi Beograd, Studentski grad",2,52,I-II,NA,DA,DA,NA,DA,NA,1401.923077,1.3-1.5K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
"Zemun, Save Kovacevica",2,56,I-II,NE,DA,DA,NA,DA,1,1401.785714,1.3-1.5K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
"Konjarnik, Denkova basta",1,42,I-II,NA,DA,NA,NA,NA,NA,1400,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Konjarnik, Denkova basta",3,63,III-IV,DA,DA,DA,DA,DA,NA,1400,1.3-1.5K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Djeram pijaca,2,55,I-II,DA,NE,NA,NE,NA,1,1400,1.3-1.5K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Filmski grad,1,40,P,DA,DA,DA,NE,NA,2,1400,1.3-1.5K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Kalemegdan,1,40,V+,NE,DA,NE,NA,DA,2,1400,1.3-1.5K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Karaburma,3,75,I-II,NE,DA,NA,DA,DA,2,1400,1.3-1.5K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
"Novi Beograd, Opština",2,55,III-IV,NE,DA,DA,DA,DA,1,1400,1.3-1.5K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Sava Centar",2,55,V+,NE,DA,DA,NE,DA,1,1400,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Sava Centar",2,55,V+,NE,DA,DA,NE,DA,1,1400,1.3-1.5K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
Profesorska kolonija,2,50,I-II,NA,DA,NA,NA,DA,NA,1400,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Profesorska kolonija,3,60,V+,DA,DA,DA,NE,DA,1,1400,1.3-1.5K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Slavija,2,60,I-II,NE,NE,DA,NA,DA,1,1400,1.3-1.5K,"Slavija, Beograd, Srbija",44.8020437,20.46723989
