lokacija,broj_soba,kvadratura,sprat,novogradnja,centralno_grejanje,lift,parking,uknjizen,stanje,cena,klasa,adresa,latitude,longitude
Cerak vinogradi,3,53,P,NA,DA,DA,DA,NA,NA,1245.283019,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Košutnjak,2,45,I-II,NE,NE,NA,DA,DA,1,1244.444444,1.1-1.3K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
Dušanovac,1,37,I-II,NE,DA,NE,NA,DA,1,1243.243243,1.1-1.3K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
"Zemun, Save Kovacevica",3,74,I-II,NE,DA,DA,NA,NA,0,1243.243243,1.1-1.3K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
Kalemegdan,4,169,P,NE,NE,NE,NA,DA,1,1242.60355,1.1-1.3K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
Konjarnik,1,33,V+,NE,DA,DA,NA,DA,1,1242.424242,1.1-1.3K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Filmski grad,2,58,III-IV,DA,DA,DA,DA,DA,1,1241.37931,1.1-1.3K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Medakovic 3,1,29,I-II,DA,NE,NA,DA,DA,2,1241.37931,1.1-1.3K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
Mirijevo 1,1,29,I-II,DA,DA,NA,DA,NA,2,1241.37931,1.1-1.3K,"Mirijevo 1, Beograd, Srbija",44.7944854,20.527983
Žarkovo,3,56,P,NA,NE,NA,NA,NA,2,1241.071429,1.1-1.3K,"Žarkovo, Beograd, Srbija",44.7594261,20.4137684
Uciteljsko naselje,2,52,I-II,DA,NE,NA,NA,NA,2,1240.384615,1.1-1.3K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Lekino Brdo,2,50,III-IV,NE,NE,NA,NA,DA,1,1240,1.1-1.3K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Medakovic 3,3,96,III-IV,NE,DA,DA,DA,DA,1,1239.583333,1.1-1.3K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
Banjica,2,67,V+,NE,DA,DA,NA,DA,NA,1238.80597,1.1-1.3K,"Banjica, Beograd, Srbija",44.7562005,20.47756
"Novi Beograd, Hotel Jugoslavija",2,67,III-IV,NE,DA,NE,DA,DA,1,1238.80597,1.1-1.3K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Banjica,2,42,P,NE,DA,NA,DA,DA,1,1238.095238,1.1-1.3K,"Banjica, Beograd, Srbija",44.7562005,20.47756
Rakovica,1,21,P,NA,DA,DA,NA,DA,1,1238.095238,1.1-1.3K,"Rakovica, Beograd, Srbija",44.7463363,20.4403105
"Zemun, Kalvarija",1,21,III-IV,NA,NE,NA,NA,NA,1,1238.095238,1.1-1.3K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
"Bežanijska kosa, Blokovi",3,76,V+,DA,DA,DA,NA,NA,2,1236.842105,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Zemun, Kalvarija",4,101,I-II,NA,NE,NA,NA,DA,NA,1236.633663,1.1-1.3K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
"Novi Beograd, Opština",4,93,V+,NE,DA,DA,NE,DA,NA,1236.55914,1.1-1.3K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
Cerak vinogradi,3,72,I-II,NE,DA,DA,NA,DA,1,1236.111111,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Autokomanda,1,34,P,DA,DA,NA,DA,NA,1,1235.294118,1.1-1.3K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
Cukaricka padina,1,51,I-II,NE,DA,DA,NA,NA,1,1235.294118,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,1,51,I-II,NE,DA,DA,NA,NA,1,1235.294118,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Medakovic 2,2,64,III-IV,NA,DA,NA,NA,DA,1,1234.375,1.1-1.3K,"Medakovic 2, Beograd, Srbija",44.7749523,20.4997118
Profesorska kolonija,4,120,III-IV,NA,NE,NA,NA,DA,1,1233.333333,1.1-1.3K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
"Novi Beograd, Hotel Jugoslavija",3,73,III-IV,DA,DA,NE,NA,DA,1,1232.876712,1.1-1.3K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
"Novi Beograd, Hotel Jugoslavija",3,73,III-IV,DA,DA,NA,NA,DA,1,1232.876712,1.1-1.3K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Košutnjak,3,73,I-II,NE,DA,DA,NA,DA,2,1232.876712,1.1-1.3K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
"Novi Beograd, Sava Centar",3,73,V+,NE,DA,DA,NE,DA,1,1232.876712,1.1-1.3K,"Novi Beograd, Sava Centar, Beograd, Srbija",44.809051,20.433017
"Novi Beograd, Fontana",2,56,V+,NE,DA,DA,NE,DA,1,1232.142857,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Novi Beograd, Fontana",2,65,I-II,NE,DA,DA,NE,DA,1,1230.769231,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Filmski grad,1,39,III-IV,DA,DA,DA,DA,DA,2,1230.769231,1.1-1.3K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Kumodraž 1,3,65,I-II,DA,NE,NA,DA,DA,1,1230.769231,1.1-1.3K,"Kumodraž 1, Beograd, Srbija",44.7424673,20.5159309
Profesorska kolonija,1,39,III-IV,DA,DA,NA,NA,DA,1,1230.769231,1.1-1.3K,"Profesorska kolonija, Beograd, Srbija",44.8159841,20.479218
Uciteljsko naselje,2,52,I-II,DA,NE,NA,NA,DA,2,1230.769231,1.1-1.3K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Cerak vinogradi,2,61,P,NA,DA,DA,DA,DA,2,1229.508197,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Filmski grad,2,61,III-IV,DA,NE,DA,NE,NE,NA,1229.508197,1.1-1.3K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
"Zemun, Save Kovacevica",2,61,III-IV,NE,DA,DA,NA,DA,1,1229.508197,1.1-1.3K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
"Novi Beograd, Fontana",2,48,V+,NE,DA,DA,DA,DA,1,1229.166667,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
Cerak vinogradi,4,96,I-II,NA,DA,DA,DA,DA,1,1229.166667,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
"Konjarnik, Denkova basta",2,48,III-IV,NE,DA,DA,NA,NA,1,1229.166667,1.1-1.3K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Vracar, Hram",2,70,I-II,NA,NE,NA,NA,DA,0,1228.571429,1.1-1.3K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Konjarnik,2,68,I-II,NE,DA,DA,NA,DA,1,1227.941176,1.1-1.3K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Žarkovo,3,58,I-II,DA,DA,DA,NA,NA,NA,1227.586207,1.1-1.3K,"Žarkovo, Beograd, Srbija",44.7594261,20.4137684
Filmski grad,1,26,I-II,NA,DA,DA,NE,NA,NA,1226.923077,1.1-1.3K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
"Zemun, Nova Galenika",1,26,I-II,DA,NE,NA,DA,DA,2,1226.923077,1.1-1.3K,"Zemun, Nova Galenika, Beograd, Srbija",44.8574855,20.3699834
Julino brdo,1,31,III-IV,DA,DA,NE,NE,DA,2,1225.806452,1.1-1.3K,"Julino brdo, Beograd, Srbija",44.7679761,20.4098406
Konjarnik,1,31,I-II,NE,DA,NE,NA,DA,NA,1225.806452,1.1-1.3K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
Konjarnik,2,62,V+,NA,DA,DA,DA,DA,NA,1225.806452,1.1-1.3K,"Konjarnik, Beograd, Srbija",44.7841755,20.5055572
"Novi Beograd, Opština",3,62,V+,NE,DA,DA,DA,DA,1,1225.806452,1.1-1.3K,"Novi Beograd, Opština, Beograd, Srbija",44.8133048,20.4183382
"Novi Beograd, Studentski grad",1,31,P,NE,NE,NA,DA,NA,1,1225.806452,1.1-1.3K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Cukaricka padina,3,80,I-II,DA,DA,DA,DA,NA,2,1225,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Petlovo brdo,4,98,P,NE,DA,NA,DA,NA,NA,1224.489796,1.1-1.3K,"Petlovo brdo, Beograd, Srbija",44.7226292,20.425119
"Novi Beograd, Fontana",3,76,I-II,NE,DA,DA,NE,DA,1,1223.684211,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Bežanijska kosa, Blokovi",3,76,I-II,NA,DA,DA,NA,DA,NA,1223.684211,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Novi Beograd, Blokovi Sava",3,76,I-II,NA,DA,DA,NA,DA,1,1223.684211,1.1-1.3K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
"Novi Beograd, Hotel Jugoslavija",2,67,III-IV,NE,DA,NA,NA,DA,0,1222.38806,1.1-1.3K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Golf naselje,4,90,P,NE,DA,NA,NA,DA,1,1222.222222,1.1-1.3K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Medakovic 2,3,72,I-II,NA,DA,DA,NA,DA,NA,1222.222222,1.1-1.3K,"Medakovic 2, Beograd, Srbija",44.7749523,20.4997118
Vidikovac,1,45,I-II,NA,DA,DA,DA,DA,NA,1222.222222,1.1-1.3K,"Vidikovac, Beograd, Srbija",44.7410032,20.423297
Višnjicka banja,2,45,I-II,DA,DA,DA,NA,DA,2,1222.222222,1.1-1.3K,"Višnjicka banja, Beograd, Srbija",44.8203945,20.5355783
"Vracar, Hram",3,135,III-IV,NA,DA,NA,NA,DA,2,1222.222222,1.1-1.3K,"Vracar, Hram, Beograd, Srbija",44.798155,20.46992
Karaburma,1,38,III-IV,NE,NE,NA,NA,DA,1,1221.052632,1.1-1.3K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Dušanovac,3,77,V+,NE,DA,DA,NA,DA,NA,1220.779221,1.1-1.3K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Cerak vinogradi,2,59,III-IV,NA,DA,NA,NA,DA,NA,1220.338983,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Višnjicka banja,2,41,P,NA,DA,NA,DA,NA,1,1219.512195,1.1-1.3K,"Višnjicka banja, Beograd, Srbija",44.8203945,20.5355783
"Zemun, Save Kovacevica",1,41,V+,NE,DA,DA,NA,DA,NA,1219.512195,1.1-1.3K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
Cukaricka padina,1,27,P,NA,DA,NA,NA,NE,2,1218.518519,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,1,27,P,NA,DA,NA,NA,NE,2,1218.518519,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,2,55,V+,NE,DA,DA,NA,NA,NA,1218.181818,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,2,55,V+,NE,DA,DA,NA,NA,NA,1218.181818,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Dušanovac,3,78,V+,NE,DA,DA,DA,DA,2,1217.948718,1.1-1.3K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Cukaricka padina,3,78,III-IV,NE,DA,DA,NA,NA,0,1217.948718,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,3,78,III-IV,NE,DA,DA,NA,NA,0,1217.948718,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
"Vracar, Kalenic pijaca",3,78,III-IV,NE,DA,DA,DA,DA,2,1217.948718,1.1-1.3K,"Vracar, Kalenic pijaca, Beograd, Srbija",44.80016,20.475852
Cukaricka padina,1,46,V+,NE,DA,DA,NA,DA,1,1217.391304,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Cukaricka padina,1,46,V+,NE,DA,DA,NA,DA,1,1217.391304,1.1-1.3K,"Cukaricka padina, Beograd, Srbija",44.7779587,20.4071484
Crveni krst,3,88,V+,DA,DA,DA,DA,DA,2,1215.909091,1.1-1.3K,"Crveni krst, Beograd, Srbija",44.7978965,20.48663698
Banjica,2,65,I-II,NE,DA,DA,DA,DA,NA,1215.384615,1.1-1.3K,"Banjica, Beograd, Srbija",44.7562005,20.47756
Banjica,2,56,V+,NE,DA,DA,NA,DA,1,1214.285714,1.1-1.3K,"Banjica, Beograd, Srbija",44.7562005,20.47756
"Bežanijska kosa, Blokovi",3,63,V+,NA,DA,DA,NA,DA,1,1214.285714,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
Cerak,2,35,I-II,NA,DA,NA,NA,DA,1,1214.285714,1.1-1.3K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Mirijevo 2,1,42,I-II,NE,DA,DA,NA,NA,2,1214.285714,1.1-1.3K,"Mirijevo 2, Beograd, Srbija",44.7891144,20.532774
Žarkovo,3,70,I-II,DA,NE,NA,NA,NA,1,1214.285714,1.1-1.3K,"Žarkovo, Beograd, Srbija",44.7594261,20.4137684
"Zemun, Save Kovacevica",1,42,V+,NE,DA,DA,DA,DA,1,1214.285714,1.1-1.3K,"Zemun, Save Kovacevica, Beograd, Srbija",44.845039,20.392928
Filmski grad,3,61,I-II,DA,NE,DA,NE,DA,2,1213.114754,1.1-1.3K,"Filmski grad, Beograd, Srbija",44.7510004,20.4322005
Uciteljsko naselje,2,52,III-IV,DA,NE,NA,NA,DA,2,1211.538462,1.1-1.3K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Uciteljsko naselje,2,37,III-IV,DA,NE,NA,NA,NA,1,1210.810811,1.1-1.3K,"Uciteljsko naselje, Beograd, Srbija",44.7863098,20.5082717
Cerak vinogradi,4,95,I-II,NE,DA,NA,DA,DA,1,1210.526316,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Cerak vinogradi,4,95,III-IV,NA,DA,NA,NA,DA,NA,1210.526316,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
Dušanovac,1,38,V+,NE,DA,DA,NA,DA,NA,1210.526316,1.1-1.3K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
"Zemun, Kalvarija",1,38,P,DA,NE,NA,NA,DA,2,1210.526316,1.1-1.3K,"Zemun, Kalvarija, Beograd, Srbija",44.84404465,20.39151464
"Konjarnik, Denkova basta",1,25,III-IV,DA,NE,NA,NA,NA,1,1210,1.1-1.3K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
"Novi Beograd, Studentski grad",2,62,V+,NE,DA,DA,DA,DA,1,1209.677419,1.1-1.3K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Košutnjak,2,43,III-IV,NE,DA,DA,DA,DA,2,1209.302326,1.1-1.3K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
Vidikovac,2,43,I-II,DA,DA,NA,NA,DA,1,1209.302326,1.1-1.3K,"Vidikovac, Beograd, Srbija",44.7410032,20.423297
Borca,1,24,III-IV,NA,DA,NA,NA,NE,2,1208.333333,1.1-1.3K,"Borca, Beograd, Srbija",44.8773292,20.4570078
Višnjicka banja,1,24,I-II,DA,NE,NA,NA,NA,2,1208.333333,1.1-1.3K,"Višnjicka banja, Beograd, Srbija",44.8203945,20.5355783
Medakovic 3,2,53,V+,NE,DA,DA,NA,DA,1,1207.54717,1.1-1.3K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
"Novi Beograd, Fontana",3,58,V+,NE,DA,DA,NE,NA,1,1206.896552,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Bežanijska kosa, Blokovi",3,58,V+,NE,DA,DA,NA,DA,NA,1206.896552,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
"Novi Beograd, Studentski grad",3,58,V+,NE,DA,DA,NA,DA,1,1206.896552,1.1-1.3K,"Novi Beograd, Studentski grad, Beograd, Srbija",44.8262971,20.39979416
Cerak,1,34,P,DA,DA,NA,DA,DA,1,1205.882353,1.1-1.3K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Autokomanda,3,107,III-IV,NA,DA,NA,DA,DA,NA,1205.607477,1.1-1.3K,"Autokomanda, Beograd, Srbija",44.7897953,20.4666487
Vidikovac,2,39,III-IV,NA,NE,NA,NA,DA,1,1205.128205,1.1-1.3K,"Vidikovac, Beograd, Srbija",44.7410032,20.423297
Vidikovac,1,39,V+,DA,DA,NA,NA,DA,NA,1205.128205,1.1-1.3K,"Vidikovac, Beograd, Srbija",44.7410032,20.423297
Medakovic 3,3,83,V+,NE,DA,DA,NA,DA,1,1204.819277,1.1-1.3K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
Dušanovac,2,44,I-II,NE,NE,DA,NA,DA,NA,1204.545455,1.1-1.3K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
Golf naselje,1,44,III-IV,NE,DA,NA,DA,DA,1,1204.545455,1.1-1.3K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Kumodraž 2,2,49,I-II,NE,DA,NA,NA,DA,1,1204.081633,1.1-1.3K,"Kumodraž 2, Beograd, Srbija",44.75122455,20.50100664
"Zemun, Novi grad",2,54,III-IV,NE,DA,NA,NE,DA,NA,1203.703704,1.1-1.3K,"Zemun, Novi grad, Beograd, Srbija",44.8367127,20.3717998
"Konjarnik, Denkova basta",3,64,V+,NE,DA,DA,NA,DA,1,1203.125,1.1-1.3K,"Konjarnik, Denkova basta, Beograd, Srbija",44.7862123,20.5068795
Kanarevo brdo,1,32,V+,NE,DA,DA,NE,DA,0,1203.125,1.1-1.3K,"Kanarevo brdo, Beograd, Srbija",44.7521754,20.4553526
"Novi Beograd, Blokovi Sava",2,64,I-II,NA,DA,DA,NA,NA,2,1203.125,1.1-1.3K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
Cerak,3,79,I-II,NE,DA,NA,NA,DA,2,1202.531646,1.1-1.3K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Žarkovo,3,79,V+,NE,DA,DA,DA,DA,1,1202.531646,1.1-1.3K,"Žarkovo, Beograd, Srbija",44.7594261,20.4137684
"Novi Beograd, Fontana",1,37,V+,NE,DA,DA,DA,DA,1,1200,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Bežanijska kosa, stara",1,30,I-II,NA,NE,NA,NA,DA,NA,1200,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Bežanijska kosa, stara",3,60,V+,NE,DA,DA,NA,NA,1,1200,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Bežanijska kosa, stara",3,60,V+,NA,DA,DA,NA,NA,NA,1200,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
"Bežanijska kosa, Blokovi",4,130,V+,NA,DA,DA,NA,DA,2,1200,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
Cerak,1,20,I-II,DA,DA,NA,DA,DA,2,1200,1.1-1.3K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Cerak,2,65,III-IV,NA,DA,NA,DA,DA,1,1200,1.1-1.3K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Djeram pijaca,1,30,I-II,NE,NE,NA,NE,DA,NA,1200,1.1-1.3K,"Djeram pijaca, Beograd, Srbija",44.8013383,20.48723945
Dušanovac,1,41,III-IV,NE,DA,DA,NA,DA,NA,1200,1.1-1.3K,"Dušanovac, Beograd, Srbija",44.7863448,20.4795043
"Novi Beograd, Hotel Jugoslavija",3,75,P,NE,DA,DA,NA,NA,1,1200,1.1-1.3K,"Novi Beograd, Hotel Jugoslavija, Beograd, Srbija",44.829643,20.419644
Kanarevo brdo,1,34,I-II,DA,DA,DA,NE,DA,NA,1200,1.1-1.3K,"Kanarevo brdo, Beograd, Srbija",44.7521754,20.4553526
Kanarevo brdo,3,54,I-II,DA,DA,DA,NE,DA,NA,1200,1.1-1.3K,"Kanarevo brdo, Beograd, Srbija",44.7521754,20.4553526
Kanarevo brdo,4,82,I-II,DA,DA,DA,NE,DA,NA,1200,1.1-1.3K,"Kanarevo brdo, Beograd, Srbija",44.7521754,20.4553526
Karaburma,2,45,I-II,NE,NE,NA,NA,NE,0,1200,1.1-1.3K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Karaburma,2,45,I-II,NA,NE,NA,NA,DA,1,1200,1.1-1.3K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Karaburma,1,25,I-II,DA,DA,NA,DA,NA,2,1200,1.1-1.3K,"Karaburma, Beograd, Srbija",44.8130704,20.5125638
Lekino Brdo,2,50,P,NA,NE,NA,NA,DA,NA,1200,1.1-1.3K,"Lekino Brdo, Beograd, Srbija",44.7901689,20.484559
Medakovic 2,2,65,III-IV,NE,DA,DA,NA,DA,NA,1200,1.1-1.3K,"Medakovic 2, Beograd, Srbija",44.7749523,20.4997118
Medakovic 2,2,65,III-IV,NA,DA,DA,NA,DA,NA,1200,1.1-1.3K,"Medakovic 2, Beograd, Srbija",44.7749523,20.4997118
Mirijevo 1,2,48,I-II,DA,DA,NA,DA,DA,2,1200,1.1-1.3K,"Mirijevo 1, Beograd, Srbija",44.7944854,20.527983
Mirijevo 1,1,24,I-II,DA,NE,NA,NA,NA,2,1200,1.1-1.3K,"Mirijevo 1, Beograd, Srbija",44.7944854,20.527983
Mirijevo 1,1,25,I-II,DA,NE,NA,DA,NA,2,1200,1.1-1.3K,"Mirijevo 1, Beograd, Srbija",44.7944854,20.527983
Mirijevo 1,2,43,III-IV,DA,DA,NA,DA,NA,2,1200,1.1-1.3K,"Mirijevo 1, Beograd, Srbija",44.7944854,20.527983
Mirijevo 1,1,30,III-IV,DA,NE,NA,NA,NA,2,1200,1.1-1.3K,"Mirijevo 1, Beograd, Srbija",44.7944854,20.527983
Mirijevo 2,2,48,I-II,DA,DA,NA,NA,NA,2,1200,1.1-1.3K,"Mirijevo 2, Beograd, Srbija",44.7891144,20.532774
Vidikovac,2,55,I-II,NA,DA,NA,NA,DA,1,1200,1.1-1.3K,"Vidikovac, Beograd, Srbija",44.7410032,20.423297
Žarkovo,2,54,I-II,DA,NE,NA,NA,NA,1,1200,1.1-1.3K,"Žarkovo, Beograd, Srbija",44.7594261,20.4137684
Medakovic 3,2,57,V+,NE,DA,DA,NA,DA,2,1199.649123,1.1-1.3K,"Medakovic 3, Beograd, Srbija",44.7735266,20.5044348
Banjica,2,49,V+,DA,DA,DA,DA,DA,NA,1198.979592,1.1-1.3K,"Banjica, Beograd, Srbija",44.7562005,20.47756
Cerak,3,73,I-II,NA,DA,NA,NA,NA,2,1198.630137,1.1-1.3K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Cerak,4,96,III-IV,NA,DA,DA,DA,NA,1,1197.916667,1.1-1.3K,"Cerak, Beograd, Srbija",44.7508222,20.4177298
Cerak vinogradi,3,86,I-II,NA,DA,DA,NA,DA,NA,1197.674419,1.1-1.3K,"Cerak vinogradi, Beograd, Srbija",44.7447844,20.4173697
"Bežanijska kosa, Blokovi",3,81,V+,NE,DA,DA,NA,DA,1,1197.530864,1.1-1.3K,"Bežanijska kosa, Blokovi, Beograd, Srbija",44.817451,20.376588
Bogoslovija,3,71,III-IV,NE,NE,NA,DA,DA,1,1197.183099,1.1-1.3K,"Bogoslovija, Beograd, Srbija",44.8154479,20.4907818
Kalemegdan,3,71,P,NE,NA,NA,NA,DA,1,1197.183099,1.1-1.3K,"Kalemegdan, Beograd, Srbija",44.8232255,20.45085515
"Novi Beograd, Fontana",2,61,V+,NE,DA,DA,DA,DA,1,1196.721311,1.1-1.3K,"Novi Beograd, Fontana, Beograd, Srbija",44.8229094,20.4133401
"Bežanijska kosa, stara",2,56,I-II,NA,NE,NA,NA,DA,NA,1196.428571,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
Košutnjak,4,92,I-II,NE,DA,DA,DA,DA,1,1195.652174,1.1-1.3K,"Košutnjak, Beograd, Srbija",44.76675535,20.4326642
"Novi Beograd, Blokovi Sava",1,41,V+,NA,DA,DA,NA,DA,1,1195.121951,1.1-1.3K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
"Novi Beograd, Blokovi Sava",1,41,V+,NA,DA,DA,NA,DA,1,1195.121951,1.1-1.3K,"Novi Beograd, Blokovi Sava, Beograd, Srbija",44.796768,20.393582
Vidikovac,2,41,I-II,DA,NE,NA,NA,DA,1,1195.121951,1.1-1.3K,"Vidikovac, Beograd, Srbija",44.7410032,20.423297
Kumodraž 2,1,36,III-IV,DA,DA,NE,NA,DA,1,1194.444444,1.1-1.3K,"Kumodraž 2, Beograd, Srbija",44.75122455,20.50100664
Medakovic 1,2,36,I-II,DA,NE,NA,DA,NA,NA,1194.444444,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Medakovic 1,2,36,I-II,DA,NE,NA,DA,NA,NA,1194.444444,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
"Bežanijska kosa, stara",3,67,III-IV,NE,DA,DA,NA,DA,1,1194.029851,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
Medakovic 1,3,67,I-II,DA,NE,NA,DA,NA,NA,1194.029851,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Medakovic 1,3,67,I-II,DA,NE,NA,DA,NA,NA,1194.029851,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Golf naselje,4,93,III-IV,NA,DA,NA,NA,NA,1,1193.548387,1.1-1.3K,"Golf naselje, Beograd, Srbija",44.7758045,20.4225957
Medakovic 1,2,44,P,DA,NE,NA,DA,NA,NA,1193.181818,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
Medakovic 1,2,44,P,DA,NE,NA,DA,NA,NA,1193.181818,1.1-1.3K,"Medakovic 1, Beograd, Srbija",44.7744304,20.4994217
"Zemun, Nova Galenika",3,88,P,NA,DA,NA,DA,NA,2,1193.181818,1.1-1.3K,"Zemun, Nova Galenika, Beograd, Srbija",44.8574855,20.3699834
"Bežanijska kosa, stara",3,57,V+,NA,DA,DA,NA,DA,NA,1192.982456,1.1-1.3K,"Bežanijska kosa, stara, Beograd, Srbija",44.805016,20.363204
